status,path,stock_sha256,candidate_sha256
changed,classes/a/b/a/d/b.smali,FEBD8E2D7F4D27ADD60C2EC42223A984D2F1A57505F11F085694A2C3BD0E7FB9,DBABAA89A05647CFE77C3866204051F99159ED29EE6E4D061F3C6F13A953ABA8
changed,classes/a/b/a/d/c.smali,531E30EAFDF0AEA81903F0D43D63D716B653C2D2C6599483D60FAC6273828EDD,B1D1BF7E9FC5AB32B53C13649E25EF7EBF4BD2649EF4E88DBC3682AEC31CB359
changed,classes/androidx/appcompat/widget/VectorEnabledTintResources.smali,7508DD566E64CD508C66E03F7E9CED3A6798D2DE785815328ECA8DFEB11B5DF0,3F389BA1E59EDC6F2AE874F776322D6A7267DE8AD36DF4A9E086AE24E569073B
changed,classes/androidx/constraintlayout/solver/ArrayRow.smali,681DCE5F79569887A678FD68BEB81C34C8182BDEDC40DD9A9D608E991AE0B56E,B54176B0BCBCB9736C3A0D032324E780DB62297AB46CD212F6B78DB4EAD95FA2
changed,classes/androidx/constraintlayout/solver/Pools.smali,8A3160BCC0E7AF6C126F5A4C476FD76E68C291BC843A40CEB433311E7D776BFE,A40B1A6F6581724E32BB30DCBA00099F7118E28B112D51BC47971BD3F6FB0E9B
changed,classes/androidx/constraintlayout/solver/widgets/Chain.smali,C4B46874DAF58B38F0B3998E54C91D12875294D6B43753DF9EEDF1A761108D56,5605243E92B13C7FEF60FDFDE6FC8F98F96D9DC769987ED73731B80036DB9D56
changed,classes/androidx/constraintlayout/solver/widgets/analyzer/Direct.smali,9CC6ED71CC58819822C95B622C332907E4D8D5EEC76C8974E2B3AFEE0A72234F,64BA85B05CAA0E488DA1DE5798845A412431289A15EFDB213E0DFA76065E7A10
changed,classes/androidx/constraintlayout/solver/widgets/analyzer/Grouping.smali,4FB36C8E2194FF9887EF8BD2575C62F3D3ADF10CB82D0795363207242E5A458B,1E65CB14D9835BD633A0AF7695F427C812799F1D0D7CF67B1A812C3A42702B14
changed,classes/androidx/constraintlayout/solver/widgets/analyzer/WidgetGroup.smali,3A8C3785734C9A430122CCC2C5937D473141688A9120E64784307541BD54226D,04F4FD3E23F05B4427DE7D9A5C85CB412ABFB3D6F0A7211EFBCC47A46F615350
changed,classes/androidx/core/graphics/TypefaceCompatApi21Impl.smali,21CB642666CE1C0586F6ACE61FC7915D2B15AE6B2667B1C7585BF9DE26EE9E8B,4D9093F4B579D329BF65C65D14885E0585048D985D153E253753EA092B5BF2D7
changed,classes/androidx/core/view/KeyEventDispatcher.smali,C29778F596F6E36C7709ACA53F389EFDF220F28BB68D7F93DD4FE7A9CD79725B,FFC5FC0792313031F50D9DBFE3D4304A95877D6A3749C04E5A76218C002704AF
changed,classes/androidx/core/view/WindowInsetsCompat$BuilderImpl20.smali,8DB763DBF1DD282DD5322276EAE9CCD111019930A54C63F38C0A3A372E581A3C,1610D55A6546EB3A75ABF39B9725723210A8157FE3C519085CDBE3D1AACF85E0
changed,classes/androidx/recyclerview/widget/DefaultItemAnimator.smali,251EEFBA0CCB4A7246CFAFAD90CF4FB32D2FAF52A9657A80E9E1F986F7FFAE14,619E42AEF439087C870946A7C30A2B701A7FE05D843634326AF0DD0808AC521E
changed,classes/androidx/recyclerview/widget/ViewInfoStore.smali,A6806A9780F3FC62CAD3FE6099A90EF8EC57DDBBC45612F7E23A2406880FE1EA,A66DE11B863F8EA33763B64870DFA1A9B3B25BDBAE006826AB3C52B24CD52C77
changed,classes/androidx/viewpager/widget/ViewPager.smali,A77F16DD25BB7DE53DD21488F6AFEF1B74570A4162399EC4A358F525F572CB09,3E4DF1CA209558955E1164164399C1BD1E02FF87B1C47D618196BE6C52C75E14
changed,classes/com/airbnb/lottie/L.smali,7410765C4F83F99502787C57498B11B4431196F01CF9FF1A448E9B3207BCFB8F,36B463FFFD813D68478B4C7E8E93F562634F9B34BE69FBBB8BBCB53BC380DC34
changed,classes/com/arcsoft/libanimalavatarapi/codec/CodecLog.smali,9059B6FC0A9F1DA2656F5A13A32ECD420214E70885063948FF4C55D139BBB05D,2A70E972B8C9A091BFAE098E778C7B1EB1E08346E65ED6D6EBFFAC2ACBE64120
changed,classes/com/arcsoft/libanimalavatarapi/utils/LogUtil.smali,C9898ACD42008F9455425BF5AD88A1BF5D3A1210DA2068A4343E3665E3C1E190,F4DA02232EC1C44F789AAA407DB07173C130E156BB1010CE682DF8669AAFC53C
changed,classes/com/arcsoft/sdk/recoder/CodecLog.smali,1A5A772E6863EF02A8EB830DCFAF1A55FCA9367C6BE90DCE0D9F0298D45FBAD7,164645C3CB2D07D10D007BF8660EB39F8C35355E0BDA38984E3C3F553F2C7FE3
changed,classes/com/arcsoft/stickerlibrary/codec/CodecLog.smali,99EC931D67D017DD812A1D5F02907B296BC4B69A7C298088ECD6B9D18EC20426,595140718C280A2EB30218AF466605AC41C40B6329F26327F16096F41AC43B42
changed,classes/com/arcsoft/stickerlibrary/utils/LogUtil.smali,AC0181D9429ECBB62C04ED29165B864C06721AE70683B8D8C662FD131926982E,BA4D0C70AAC3302614E50DF695AEFFFCDCC7A443E432F31BDA804CB620E1DE9F
changed,classes/com/google/android/gms/common/GooglePlayServicesUtilLight.smali,CD47B85DD0B67C44D2160E8B135AC131B25201D1D6825636A88A9CB1E5EE6650,D07D63A32419D3DDA30C218D328D1C5563CF43030AD305F7A19C62AE92419515
changed,classes/com/google/android/gms/internal/clearcut/zzas.smali,A5F054DB4BE6A72E0F9101877ED8D872E33570246535974BDE4C677949F0AD01,059B6BA0507091CC3D498453E2101136C67AF337A0EE01D2D2448C5B68B880E6
changed,classes/com/google/android/gms/internal/clearcut/zzbt.smali,B7245C390497EEC28CC92F122544BF26A699B4DAEA058BED6A8457BF3E15A10F,4C9A0829E6610AB70EC4FC2C59143D62D978B4111E18462A317327C7CF0F51A6
changed,classes/com/googlecode/mp4parser/h264/Debug.smali,4056A70278BC5A0BE03D6B3C429A3F26A8DCCCE40224D6DAA8BD0256670900A5,2007ECA184C55B8A740A02A310C9B10D0FFDD69A54B62880B0EB1040E85CDB91
changed,classes/com/lge/camera/app/BaseActivity.smali,95FCDB3721BAC958183FA61AC5DF6DF1B95CE5F315BC12B01804AEF549871265,D5BFE9C99DD588D6E1F12D162DCAE2E1EB33B7BB1B51B977032E96E54AC3B9A8
changed,classes/com/lge/camera/app/BoostService.smali,CD9EB8E16FDECC560E34984B2EC7CDB296D7B495316C7EA9F6861DB591327DB2,C190CE0702F768C8506B4E5522A0BDE200C87E55A6BF235B1AAD1970168368EF
changed,classes/com/lge/camera/app/CameraActivity.smali,3B0F72C59E11AA54B0DCDAA0BFBD9BAD1A75DDCC8406BC464ED55F525A1052F1,444D017148E947367E17C30E461D719A1FD5F4534AA03E29C2509C3F5F38E4A4
changed,classes/com/lge/camera/app/ShortcutActivityBase.smali,0CA6F6AF4D994677723C50898FBAE7A7C277C78F3F72C5CC9E886DDF59CFB7D9,90DA5329927EFDB2F25957C391FAB94865C1A4A354AA9DB0E03246F6EB875BF6
changed,classes/com/lge/camera/app/ShotCtxImpl$1.smali,B011BCCE5B65AA84D9D75BF1D5A90C84C925B82D5A456F9ACE439DAAAE4C7924,BC17288D0033C3499F6BCA1AAC6B9A45CF212619F96C62F7854BDB414091F5F4
changed,classes/com/lge/camera/app/VideoRecorder.smali,49CD947FE33227B4A91ACAB77B539121A1B2794B3592CE12DAE8E1A006CF7604,F4DEA080B6ECFB242E0453C4D3E080D173A199AEF3160C9CFBDEE245D2693B23
changed,classes/com/lge/camera/app/shotMode/RearVideoMode.smali,CDE35A7AA9678F921C966047552BBC232E3D9FFD10558B8FA570F930D9E785E4,5959F68223E3B04111F76BED5FF6DDB9A448D8FEA66784AA3257E5B6EB5E934E
changed,classes/com/lge/camera/app/shotMode/SlowMotionMode.smali,8D7EFD08606951951B555366FB549B004A02E0083DE1BCE846F143625EB53623,D97D51AD5FCA634001CF09460C532B262ED53EBA7C782742E709B36E901980E0
changed,classes/com/lge/camera/app/shotMode/cmd/CmdPictureCallbackAfter.smali,692EC197D73ED3ADC961A97B8C284CA80B27E281E336E0E0058FBBD5899AE3A9,2F900E93A72680D8D65DF6F2378D68475C48CA9581CEFAD870A987F77F674F69
changed,classes/com/lge/camera/app/shotMode/cmd/requester/CmdAddRequesters.smali,3DB0636956E5FAED7AE03F0469FD4562D9813544661663E93DC1E9CA46CD30FC,1B0F4DCCD36C9C05468912DFEEC2CACC7AD872020C9187565A82E3372EB5FDCE
changed,classes/com/lge/camera/app/shotMode/panorama/PanoramaEngine.smali,81B7B694AFD4FC03572E632ABD972677947F416C4A4D963D78549323AB4B8454,4D8C4C564B5561E33F732BD768ECE4F3DB3E781E014824BC573C3D0FAAAD9434
changed,classes/com/lge/camera/app/shotMode/storyshot/AugmentedControl.smali,517BD2E20A4195258769CD4FFD023B78BFB7BBF7990B4F706ADF284657EE6C43,1B4D48F3E50B18F60915549466C1398A075ADB055983B9520DCF6E197DBC68DA
changed,classes/com/lge/camera/app/shotMode/storyshot/StoryShotMode.smali,0DC734370C8C9B6987BC70BEBDAF2DA15D8DF28109647FC21E2F15A9A6C5871F,533218E03211A47E40B4285E3BB29D5229194D4D89539EAE8B4DEA22419B0CD3
changed,classes/com/lge/camera/app/shotMode/timelapse/CircularEncoderBuffer.smali,FD1D01A29D3D31E9BE84F07D5AEEC8C0FFE67D51CA8CE42DB61239ED404BD3C5,B11AC78B81043DA437F12B5DD9991C6DA67A0B9AE62377EF65F9A5F932916266
